dt,Candidates,msa,indicator,per_change,var
2020-06-26,10051,South Bend - Mishawaka,Total Candidates,0.4075059515474023,Total Candidates
2020-06-26,2219,South Bend - Mishawaka,Occupation Group,0.505427408412483,Production Occupations
2020-06-26,1384,South Bend - Mishawaka,Occupation Group,0.443169968717414,Office and Administrative Support Occupations
2020-06-26,1258,South Bend - Mishawaka,Occupation Group,0.5102040816326531,Management Occupations
2020-06-26,1099,South Bend - Mishawaka,Occupation Group,0.541374474053296,Transportation and Material Moving Occupations
2020-06-26,617,South Bend - Mishawaka,Occupation Group,0.36504424778761063,Sales and Related Occupations
2020-06-26,583,South Bend - Mishawaka,Occupation Group,0.2673913043478261,Construction and Extraction Occupations
2020-06-26,535,South Bend - Mishawaka,Occupation Group,0.3080684596577017,"Installation, Maintenance, and Repair Occupations"
2020-06-26,463,South Bend - Mishawaka,Occupation Group,0.32664756446991405,Architecture and Engineering Occupations
2020-06-26,378,South Bend - Mishawaka,Occupation Group,0.36462093862815886,Business and Financial Operations Occupations
2020-06-26,327,South Bend - Mishawaka,Occupation Group,0.2625482625482625,Healthcare Support Occupations
2020-06-26,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-06-26,317,South Bend - Mishawaka,Occupation Group,0.3964757709251101,Healthcare Practitioners and Technical Occupations
2020-06-26,311,South Bend - Mishawaka,Occupation Group,0.20077220077220076,Food Preparation and Serving Related Occupations
2020-06-26,294,South Bend - Mishawaka,Occupation Group,0.5233160621761658,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-06-26,199,South Bend - Mishawaka,Occupation Group,0.13068181818181818,Building & Grounds Cleaning & Maintenance Occup.
2020-06-26,163,South Bend - Mishawaka,Occupation Group,0.5673076923076923,"Education, Training, and Library Occupations"
2020-06-26,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-06-26,133,South Bend - Mishawaka,Occupation Group,0.4148936170212766,Protective Service Occupations
2020-06-26,126,South Bend - Mishawaka,Occupation Group,-0.007874015748031496,Personal Care and Service Occupations
2020-06-26,126,South Bend - Mishawaka,Occupation Group,0.21153846153846154,"Life, Physical, and Social Science Occupations"
2020-06-26,52,South Bend - Mishawaka,Occupation Group,0.5757575757575758,Legal Occupations
2020-06-26,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-06-26,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-06-27,10036,South Bend - Mishawaka,Total Candidates,0.40540540540540543,Total Candidates
2020-06-27,2219,South Bend - Mishawaka,Occupation Group,0.505427408412483,Production Occupations
2020-06-27,1383,South Bend - Mishawaka,Occupation Group,0.4421272158498436,Office and Administrative Support Occupations
2020-06-27,1255,South Bend - Mishawaka,Occupation Group,0.5066026410564226,Management Occupations
2020-06-27,1096,South Bend - Mishawaka,Occupation Group,0.5371669004207573,Transportation and Material Moving Occupations
2020-06-27,618,South Bend - Mishawaka,Occupation Group,0.3672566371681416,Sales and Related Occupations
2020-06-27,583,South Bend - Mishawaka,Occupation Group,0.2673913043478261,Construction and Extraction Occupations
2020-06-27,534,South Bend - Mishawaka,Occupation Group,0.3056234718826406,"Installation, Maintenance, and Repair Occupations"
2020-06-27,464,South Bend - Mishawaka,Occupation Group,0.32951289398280803,Architecture and Engineering Occupations
2020-06-27,377,South Bend - Mishawaka,Occupation Group,0.36101083032490977,Business and Financial Operations Occupations
2020-06-27,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-06-27,325,South Bend - Mishawaka,Occupation Group,0.2548262548262548,Healthcare Support Occupations
2020-06-27,313,South Bend - Mishawaka,Occupation Group,0.3788546255506608,Healthcare Practitioners and Technical Occupations
2020-06-27,311,South Bend - Mishawaka,Occupation Group,0.20077220077220076,Food Preparation and Serving Related Occupations
2020-06-27,293,South Bend - Mishawaka,Occupation Group,0.5181347150259067,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-06-27,198,South Bend - Mishawaka,Occupation Group,0.125,Building & Grounds Cleaning & Maintenance Occup.
2020-06-27,162,South Bend - Mishawaka,Occupation Group,0.5576923076923077,"Education, Training, and Library Occupations"
2020-06-27,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-06-27,133,South Bend - Mishawaka,Occupation Group,0.4148936170212766,Protective Service Occupations
2020-06-27,126,South Bend - Mishawaka,Occupation Group,-0.007874015748031496,Personal Care and Service Occupations
2020-06-27,126,South Bend - Mishawaka,Occupation Group,0.21153846153846154,"Life, Physical, and Social Science Occupations"
2020-06-27,52,South Bend - Mishawaka,Occupation Group,0.5757575757575758,Legal Occupations
2020-06-27,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-06-27,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-06-28,10036,South Bend - Mishawaka,Total Candidates,0.40540540540540543,Total Candidates
2020-06-28,2219,South Bend - Mishawaka,Occupation Group,0.505427408412483,Production Occupations
2020-06-28,1383,South Bend - Mishawaka,Occupation Group,0.4421272158498436,Office and Administrative Support Occupations
2020-06-28,1255,South Bend - Mishawaka,Occupation Group,0.5066026410564226,Management Occupations
2020-06-28,1096,South Bend - Mishawaka,Occupation Group,0.5371669004207573,Transportation and Material Moving Occupations
2020-06-28,618,South Bend - Mishawaka,Occupation Group,0.3672566371681416,Sales and Related Occupations
2020-06-28,583,South Bend - Mishawaka,Occupation Group,0.2673913043478261,Construction and Extraction Occupations
2020-06-28,534,South Bend - Mishawaka,Occupation Group,0.3056234718826406,"Installation, Maintenance, and Repair Occupations"
2020-06-28,464,South Bend - Mishawaka,Occupation Group,0.32951289398280803,Architecture and Engineering Occupations
2020-06-28,377,South Bend - Mishawaka,Occupation Group,0.36101083032490977,Business and Financial Operations Occupations
2020-06-28,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-06-28,325,South Bend - Mishawaka,Occupation Group,0.2548262548262548,Healthcare Support Occupations
2020-06-28,313,South Bend - Mishawaka,Occupation Group,0.3788546255506608,Healthcare Practitioners and Technical Occupations
2020-06-28,311,South Bend - Mishawaka,Occupation Group,0.20077220077220076,Food Preparation and Serving Related Occupations
2020-06-28,293,South Bend - Mishawaka,Occupation Group,0.5181347150259067,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-06-28,198,South Bend - Mishawaka,Occupation Group,0.125,Building & Grounds Cleaning & Maintenance Occup.
2020-06-28,162,South Bend - Mishawaka,Occupation Group,0.5576923076923077,"Education, Training, and Library Occupations"
2020-06-28,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-06-28,133,South Bend - Mishawaka,Occupation Group,0.4148936170212766,Protective Service Occupations
2020-06-28,126,South Bend - Mishawaka,Occupation Group,-0.007874015748031496,Personal Care and Service Occupations
2020-06-28,126,South Bend - Mishawaka,Occupation Group,0.21153846153846154,"Life, Physical, and Social Science Occupations"
2020-06-28,52,South Bend - Mishawaka,Occupation Group,0.5757575757575758,Legal Occupations
2020-06-28,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-06-28,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-06-29,10036,South Bend - Mishawaka,Total Candidates,0.40540540540540543,Total Candidates
2020-06-29,2219,South Bend - Mishawaka,Occupation Group,0.505427408412483,Production Occupations
2020-06-29,1383,South Bend - Mishawaka,Occupation Group,0.4421272158498436,Office and Administrative Support Occupations
2020-06-29,1255,South Bend - Mishawaka,Occupation Group,0.5066026410564226,Management Occupations
2020-06-29,1096,South Bend - Mishawaka,Occupation Group,0.5371669004207573,Transportation and Material Moving Occupations
2020-06-29,618,South Bend - Mishawaka,Occupation Group,0.3672566371681416,Sales and Related Occupations
2020-06-29,583,South Bend - Mishawaka,Occupation Group,0.2673913043478261,Construction and Extraction Occupations
2020-06-29,534,South Bend - Mishawaka,Occupation Group,0.3056234718826406,"Installation, Maintenance, and Repair Occupations"
2020-06-29,464,South Bend - Mishawaka,Occupation Group,0.32951289398280803,Architecture and Engineering Occupations
2020-06-29,377,South Bend - Mishawaka,Occupation Group,0.36101083032490977,Business and Financial Operations Occupations
2020-06-29,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-06-29,325,South Bend - Mishawaka,Occupation Group,0.2548262548262548,Healthcare Support Occupations
2020-06-29,313,South Bend - Mishawaka,Occupation Group,0.3788546255506608,Healthcare Practitioners and Technical Occupations
2020-06-29,311,South Bend - Mishawaka,Occupation Group,0.20077220077220076,Food Preparation and Serving Related Occupations
2020-06-29,293,South Bend - Mishawaka,Occupation Group,0.5181347150259067,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-06-29,198,South Bend - Mishawaka,Occupation Group,0.125,Building & Grounds Cleaning & Maintenance Occup.
2020-06-29,162,South Bend - Mishawaka,Occupation Group,0.5576923076923077,"Education, Training, and Library Occupations"
2020-06-29,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-06-29,133,South Bend - Mishawaka,Occupation Group,0.4148936170212766,Protective Service Occupations
2020-06-29,126,South Bend - Mishawaka,Occupation Group,-0.007874015748031496,Personal Care and Service Occupations
2020-06-29,126,South Bend - Mishawaka,Occupation Group,0.21153846153846154,"Life, Physical, and Social Science Occupations"
2020-06-29,52,South Bend - Mishawaka,Occupation Group,0.5757575757575758,Legal Occupations
2020-06-29,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-06-29,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-06-30,10026,South Bend - Mishawaka,Total Candidates,0.4040050413107408,Total Candidates
2020-06-30,2219,South Bend - Mishawaka,Occupation Group,0.505427408412483,Production Occupations
2020-06-30,1375,South Bend - Mishawaka,Occupation Group,0.4337851929092805,Office and Administrative Support Occupations
2020-06-30,1254,South Bend - Mishawaka,Occupation Group,0.5054021608643458,Management Occupations
2020-06-30,1096,South Bend - Mishawaka,Occupation Group,0.5371669004207573,Transportation and Material Moving Occupations
2020-06-30,617,South Bend - Mishawaka,Occupation Group,0.36504424778761063,Sales and Related Occupations
2020-06-30,581,South Bend - Mishawaka,Occupation Group,0.26304347826086955,Construction and Extraction Occupations
2020-06-30,533,South Bend - Mishawaka,Occupation Group,0.30317848410757947,"Installation, Maintenance, and Repair Occupations"
2020-06-30,464,South Bend - Mishawaka,Occupation Group,0.32951289398280803,Architecture and Engineering Occupations
2020-06-30,375,South Bend - Mishawaka,Occupation Group,0.35379061371841153,Business and Financial Operations Occupations
2020-06-30,326,South Bend - Mishawaka,Occupation Group,0.39914163090128757,Computer and Mathematical Occupations
2020-06-30,323,South Bend - Mishawaka,Occupation Group,0.2471042471042471,Healthcare Support Occupations
2020-06-30,311,South Bend - Mishawaka,Occupation Group,0.3700440528634361,Healthcare Practitioners and Technical Occupations
2020-06-30,311,South Bend - Mishawaka,Occupation Group,0.20077220077220076,Food Preparation and Serving Related Occupations
2020-06-30,294,South Bend - Mishawaka,Occupation Group,0.5233160621761658,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-06-30,200,South Bend - Mishawaka,Occupation Group,0.13636363636363635,Building & Grounds Cleaning & Maintenance Occup.
2020-06-30,160,South Bend - Mishawaka,Occupation Group,0.5384615384615384,"Education, Training, and Library Occupations"
2020-06-30,159,South Bend - Mishawaka,Occupation Group,0.3140495867768595,Community and Social Services Occupations
2020-06-30,133,South Bend - Mishawaka,Occupation Group,0.4148936170212766,Protective Service Occupations
2020-06-30,126,South Bend - Mishawaka,Occupation Group,-0.007874015748031496,Personal Care and Service Occupations
2020-06-30,125,South Bend - Mishawaka,Occupation Group,0.20192307692307693,"Life, Physical, and Social Science Occupations"
2020-06-30,52,South Bend - Mishawaka,Occupation Group,0.5757575757575758,Legal Occupations
2020-06-30,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-06-30,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-07-01,10010,South Bend - Mishawaka,Total Candidates,0.4017644587592774,Total Candidates
2020-07-01,2213,South Bend - Mishawaka,Occupation Group,0.5013568521031208,Production Occupations
2020-07-01,1375,South Bend - Mishawaka,Occupation Group,0.4337851929092805,Office and Administrative Support Occupations
2020-07-01,1249,South Bend - Mishawaka,Occupation Group,0.49939975990396157,Management Occupations
2020-07-01,1096,South Bend - Mishawaka,Occupation Group,0.5371669004207573,Transportation and Material Moving Occupations
2020-07-01,617,South Bend - Mishawaka,Occupation Group,0.36504424778761063,Sales and Related Occupations
2020-07-01,579,South Bend - Mishawaka,Occupation Group,0.25869565217391305,Construction and Extraction Occupations
2020-07-01,533,South Bend - Mishawaka,Occupation Group,0.30317848410757947,"Installation, Maintenance, and Repair Occupations"
2020-07-01,466,South Bend - Mishawaka,Occupation Group,0.335243553008596,Architecture and Engineering Occupations
2020-07-01,373,South Bend - Mishawaka,Occupation Group,0.34657039711191334,Business and Financial Operations Occupations
2020-07-01,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-07-01,321,South Bend - Mishawaka,Occupation Group,0.23938223938223938,Healthcare Support Occupations
2020-07-01,310,South Bend - Mishawaka,Occupation Group,0.1969111969111969,Food Preparation and Serving Related Occupations
2020-07-01,309,South Bend - Mishawaka,Occupation Group,0.36123348017621143,Healthcare Practitioners and Technical Occupations
2020-07-01,293,South Bend - Mishawaka,Occupation Group,0.5181347150259067,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-07-01,199,South Bend - Mishawaka,Occupation Group,0.13068181818181818,Building & Grounds Cleaning & Maintenance Occup.
2020-07-01,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-07-01,160,South Bend - Mishawaka,Occupation Group,0.5384615384615384,"Education, Training, and Library Occupations"
2020-07-01,133,South Bend - Mishawaka,Occupation Group,0.4148936170212766,Protective Service Occupations
2020-07-01,127,South Bend - Mishawaka,Occupation Group,0,Personal Care and Service Occupations
2020-07-01,124,South Bend - Mishawaka,Occupation Group,0.19230769230769232,"Life, Physical, and Social Science Occupations"
2020-07-01,51,South Bend - Mishawaka,Occupation Group,0.5454545454545454,Legal Occupations
2020-07-01,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-07-01,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-07-02,9994,South Bend - Mishawaka,Total Candidates,0.39952387620781404,Total Candidates
2020-07-02,2205,South Bend - Mishawaka,Occupation Group,0.49592944369063774,Production Occupations
2020-07-02,1377,South Bend - Mishawaka,Occupation Group,0.4358706986444213,Office and Administrative Support Occupations
2020-07-02,1249,South Bend - Mishawaka,Occupation Group,0.49939975990396157,Management Occupations
2020-07-02,1095,South Bend - Mishawaka,Occupation Group,0.5357643758765779,Transportation and Material Moving Occupations
2020-07-02,614,South Bend - Mishawaka,Occupation Group,0.3584070796460177,Sales and Related Occupations
2020-07-02,577,South Bend - Mishawaka,Occupation Group,0.2543478260869565,Construction and Extraction Occupations
2020-07-02,532,South Bend - Mishawaka,Occupation Group,0.30073349633251834,"Installation, Maintenance, and Repair Occupations"
2020-07-02,467,South Bend - Mishawaka,Occupation Group,0.33810888252148996,Architecture and Engineering Occupations
2020-07-02,372,South Bend - Mishawaka,Occupation Group,0.34296028880866425,Business and Financial Operations Occupations
2020-07-02,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-07-02,320,South Bend - Mishawaka,Occupation Group,0.23552123552123552,Healthcare Support Occupations
2020-07-02,310,South Bend - Mishawaka,Occupation Group,0.1969111969111969,Food Preparation and Serving Related Occupations
2020-07-02,308,South Bend - Mishawaka,Occupation Group,0.3568281938325991,Healthcare Practitioners and Technical Occupations
2020-07-02,291,South Bend - Mishawaka,Occupation Group,0.5077720207253886,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-07-02,200,South Bend - Mishawaka,Occupation Group,0.13636363636363635,Building & Grounds Cleaning & Maintenance Occup.
2020-07-02,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-07-02,159,South Bend - Mishawaka,Occupation Group,0.5288461538461539,"Education, Training, and Library Occupations"
2020-07-02,132,South Bend - Mishawaka,Occupation Group,0.40425531914893614,Protective Service Occupations
2020-07-02,128,South Bend - Mishawaka,Occupation Group,0.007874015748031496,Personal Care and Service Occupations
2020-07-02,123,South Bend - Mishawaka,Occupation Group,0.18269230769230768,"Life, Physical, and Social Science Occupations"
2020-07-02,51,South Bend - Mishawaka,Occupation Group,0.5454545454545454,Legal Occupations
2020-07-02,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-07-02,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-07-03,9979,South Bend - Mishawaka,Total Candidates,0.3974233300658171,Total Candidates
2020-07-03,2202,South Bend - Mishawaka,Occupation Group,0.49389416553595655,Production Occupations
2020-07-03,1377,South Bend - Mishawaka,Occupation Group,0.4358706986444213,Office and Administrative Support Occupations
2020-07-03,1247,South Bend - Mishawaka,Occupation Group,0.4969987995198079,Management Occupations
2020-07-03,1093,South Bend - Mishawaka,Occupation Group,0.5329593267882188,Transportation and Material Moving Occupations
2020-07-03,615,South Bend - Mishawaka,Occupation Group,0.3606194690265487,Sales and Related Occupations
2020-07-03,576,South Bend - Mishawaka,Occupation Group,0.25217391304347825,Construction and Extraction Occupations
2020-07-03,532,South Bend - Mishawaka,Occupation Group,0.30073349633251834,"Installation, Maintenance, and Repair Occupations"
2020-07-03,468,South Bend - Mishawaka,Occupation Group,0.34097421203438394,Architecture and Engineering Occupations
2020-07-03,371,South Bend - Mishawaka,Occupation Group,0.33935018050541516,Business and Financial Operations Occupations
2020-07-03,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-07-03,320,South Bend - Mishawaka,Occupation Group,0.23552123552123552,Healthcare Support Occupations
2020-07-03,310,South Bend - Mishawaka,Occupation Group,0.1969111969111969,Food Preparation and Serving Related Occupations
2020-07-03,305,South Bend - Mishawaka,Occupation Group,0.3436123348017621,Healthcare Practitioners and Technical Occupations
2020-07-03,290,South Bend - Mishawaka,Occupation Group,0.5025906735751295,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-07-03,199,South Bend - Mishawaka,Occupation Group,0.13068181818181818,Building & Grounds Cleaning & Maintenance Occup.
2020-07-03,160,South Bend - Mishawaka,Occupation Group,0.32231404958677684,Community and Social Services Occupations
2020-07-03,158,South Bend - Mishawaka,Occupation Group,0.5192307692307693,"Education, Training, and Library Occupations"
2020-07-03,132,South Bend - Mishawaka,Occupation Group,0.40425531914893614,Protective Service Occupations
2020-07-03,128,South Bend - Mishawaka,Occupation Group,0.007874015748031496,Personal Care and Service Occupations
2020-07-03,122,South Bend - Mishawaka,Occupation Group,0.17307692307692307,"Life, Physical, and Social Science Occupations"
2020-07-03,50,South Bend - Mishawaka,Occupation Group,0.5151515151515151,Legal Occupations
2020-07-03,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-07-03,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-07-04,9983,South Bend - Mishawaka,Total Candidates,0.397983475703683,Total Candidates
2020-07-04,2204,South Bend - Mishawaka,Occupation Group,0.49525101763907736,Production Occupations
2020-07-04,1378,South Bend - Mishawaka,Occupation Group,0.4369134515119917,Office and Administrative Support Occupations
2020-07-04,1248,South Bend - Mishawaka,Occupation Group,0.49819927971188477,Management Occupations
2020-07-04,1094,South Bend - Mishawaka,Occupation Group,0.5343618513323983,Transportation and Material Moving Occupations
2020-07-04,615,South Bend - Mishawaka,Occupation Group,0.3606194690265487,Sales and Related Occupations
2020-07-04,577,South Bend - Mishawaka,Occupation Group,0.2543478260869565,Construction and Extraction Occupations
2020-07-04,531,South Bend - Mishawaka,Occupation Group,0.2982885085574572,"Installation, Maintenance, and Repair Occupations"
2020-07-04,469,South Bend - Mishawaka,Occupation Group,0.3438395415472779,Architecture and Engineering Occupations
2020-07-04,370,South Bend - Mishawaka,Occupation Group,0.33574007220216606,Business and Financial Operations Occupations
2020-07-04,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-07-04,320,South Bend - Mishawaka,Occupation Group,0.23552123552123552,Healthcare Support Occupations
2020-07-04,310,South Bend - Mishawaka,Occupation Group,0.1969111969111969,Food Preparation and Serving Related Occupations
2020-07-04,305,South Bend - Mishawaka,Occupation Group,0.3436123348017621,Healthcare Practitioners and Technical Occupations
2020-07-04,291,South Bend - Mishawaka,Occupation Group,0.5077720207253886,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-07-04,199,South Bend - Mishawaka,Occupation Group,0.13068181818181818,Building & Grounds Cleaning & Maintenance Occup.
2020-07-04,161,South Bend - Mishawaka,Occupation Group,0.3305785123966942,Community and Social Services Occupations
2020-07-04,157,South Bend - Mishawaka,Occupation Group,0.5096153846153846,"Education, Training, and Library Occupations"
2020-07-04,132,South Bend - Mishawaka,Occupation Group,0.40425531914893614,Protective Service Occupations
2020-07-04,128,South Bend - Mishawaka,Occupation Group,0.007874015748031496,Personal Care and Service Occupations
2020-07-04,122,South Bend - Mishawaka,Occupation Group,0.17307692307692307,"Life, Physical, and Social Science Occupations"
2020-07-04,50,South Bend - Mishawaka,Occupation Group,0.5151515151515151,Legal Occupations
2020-07-04,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-07-04,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-07-05,9983,South Bend - Mishawaka,Total Candidates,0.397983475703683,Total Candidates
2020-07-05,2204,South Bend - Mishawaka,Occupation Group,0.49525101763907736,Production Occupations
2020-07-05,1378,South Bend - Mishawaka,Occupation Group,0.4369134515119917,Office and Administrative Support Occupations
2020-07-05,1248,South Bend - Mishawaka,Occupation Group,0.49819927971188477,Management Occupations
2020-07-05,1094,South Bend - Mishawaka,Occupation Group,0.5343618513323983,Transportation and Material Moving Occupations
2020-07-05,615,South Bend - Mishawaka,Occupation Group,0.3606194690265487,Sales and Related Occupations
2020-07-05,577,South Bend - Mishawaka,Occupation Group,0.2543478260869565,Construction and Extraction Occupations
2020-07-05,531,South Bend - Mishawaka,Occupation Group,0.2982885085574572,"Installation, Maintenance, and Repair Occupations"
2020-07-05,469,South Bend - Mishawaka,Occupation Group,0.3438395415472779,Architecture and Engineering Occupations
2020-07-05,370,South Bend - Mishawaka,Occupation Group,0.33574007220216606,Business and Financial Operations Occupations
2020-07-05,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-07-05,320,South Bend - Mishawaka,Occupation Group,0.23552123552123552,Healthcare Support Occupations
2020-07-05,310,South Bend - Mishawaka,Occupation Group,0.1969111969111969,Food Preparation and Serving Related Occupations
2020-07-05,305,South Bend - Mishawaka,Occupation Group,0.3436123348017621,Healthcare Practitioners and Technical Occupations
2020-07-05,291,South Bend - Mishawaka,Occupation Group,0.5077720207253886,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-07-05,199,South Bend - Mishawaka,Occupation Group,0.13068181818181818,Building & Grounds Cleaning & Maintenance Occup.
2020-07-05,161,South Bend - Mishawaka,Occupation Group,0.3305785123966942,Community and Social Services Occupations
2020-07-05,157,South Bend - Mishawaka,Occupation Group,0.5096153846153846,"Education, Training, and Library Occupations"
2020-07-05,132,South Bend - Mishawaka,Occupation Group,0.40425531914893614,Protective Service Occupations
2020-07-05,128,South Bend - Mishawaka,Occupation Group,0.007874015748031496,Personal Care and Service Occupations
2020-07-05,122,South Bend - Mishawaka,Occupation Group,0.17307692307692307,"Life, Physical, and Social Science Occupations"
2020-07-05,50,South Bend - Mishawaka,Occupation Group,0.5151515151515151,Legal Occupations
2020-07-05,34,South Bend - Mishawaka,Occupation Group,0.7894736842105263,"Farming, Fishing, and Forestry Occupations"
2020-07-05,28,South Bend - Mishawaka,Occupation Group,0.75,Military Specific Occupations
2020-07-05,0,South Bend - Mishawaka,education,NA,No Minimum Education Requirement
2020-07-05,534,South Bend - Mishawaka,education,0.39790575916230364,Less than High School
2020-07-05,3890,South Bend - Mishawaka,education,0.36252189141856395,High School Diploma or Equivalent
2020-07-05,0,South Bend - Mishawaka,education,NA,1 Year of College or a Technical or Vocational School
2020-07-05,0,South Bend - Mishawaka,education,NA,2 Years of College or a Technical or Vocational School
2020-07-05,0,South Bend - Mishawaka,education,NA,3 Years of College or a Technical or Vocational School
2020-07-05,364,South Bend - Mishawaka,education,0.35315985130111527,Vocational School Certificate
2020-07-05,940,South Bend - Mishawaka,education,0.38847858197932056,Associate's Degree
2020-07-05,1662,South Bend - Mishawaka,education,0.43275862068965515,Bachelor's Degree
2020-07-05,497,South Bend - Mishawaka,education,0.4119318181818182,Master's Degree
2020-07-05,74,South Bend - Mishawaka,education,0.27586206896551724,Doctorate Degree
2020-07-05,14,South Bend - Mishawaka,education,1.3333333333333333,"Specialized Degree (e.g. MD, DDS)"
2020-07-05,0,South Bend - Mishawaka,education,NA,Not Specified
2020-07-06,9983,South Bend - Mishawaka,Total Candidates,0.397983475703683,Total Candidates
2020-07-06,2204,South Bend - Mishawaka,Occupation Group,0.49525101763907736,Production Occupations
2020-07-06,1378,South Bend - Mishawaka,Occupation Group,0.4369134515119917,Office and Administrative Support Occupations
2020-07-06,1248,South Bend - Mishawaka,Occupation Group,0.49819927971188477,Management Occupations
2020-07-06,1094,South Bend - Mishawaka,Occupation Group,0.5343618513323983,Transportation and Material Moving Occupations
2020-07-06,615,South Bend - Mishawaka,Occupation Group,0.3606194690265487,Sales and Related Occupations
2020-07-06,577,South Bend - Mishawaka,Occupation Group,0.2543478260869565,Construction and Extraction Occupations
2020-07-06,531,South Bend - Mishawaka,Occupation Group,0.2982885085574572,"Installation, Maintenance, and Repair Occupations"
2020-07-06,469,South Bend - Mishawaka,Occupation Group,0.3438395415472779,Architecture and Engineering Occupations
2020-07-06,370,South Bend - Mishawaka,Occupation Group,0.33574007220216606,Business and Financial Operations Occupations
2020-07-06,327,South Bend - Mishawaka,Occupation Group,0.4034334763948498,Computer and Mathematical Occupations
2020-07-06,320,South Bend - Mishawaka,Occupation Group,0.23552123552123552,Healthcare Support Occupations
2020-07-06,310,South Bend - Mishawaka,Occupation Group,0.1969111969111969,Food Preparation and Serving Related Occupations
2020-07-06,305,South Bend - Mishawaka,Occupation Group,0.3436123348017621,Healthcare Practitioners and Technical Occupations
2020-07-06,291,South Bend - Mishawaka,Occupation Group,0.5077720207253886,"Arts, Design, Entertainment, Sports, and Media Occ"
2020-07-06,199,South Bend - Mishawaka,Occupation Group,0.13068181818181818,Building & Grounds Cleaning & Maintenance Occup.
2020-07-06,161,South Bend - Mishawaka,Occupation Group,0.3305785123966942,Community and Social Services Occupations
2020-07-06,157,South Bend - Mishawaka,Occupation Group,0.5096153846153846,"Education, Training, and Library Occupations"
2020-07-06,132,South Bend - Mishawaka,Occupation Group,0.40425531914893614,Protective Service Occupations
2020-07-06,128,South Bend - Mishawaka,Occupation Group,0.007874015748031496,Personal Care and Service Occupations
2020-07-06,122,South Bend - Mishawaka,Occupation Group,0.17307692307692307,"Life, Physical, and Social Science Occupations"
2020-07-06,50,South Bend - Mishawaka,Occupation Group,0.5151515151515151,Legal Occupations
